366,466
375,448
369,444
356,428
357,424
378,422
381,418
376,405
394,412
412,409
418,424
413,430
392,432
402,463
399,474
430,466
435,486
444,482
438,502
438,508
424,528
425,533
423,534
450,546
459,542
460,554
455,526
491,506
501,529
508,536
509,543
501,551
479,591
484,613
480,641
472,641
468,642
481,649
486,652
499,641
521,616
508,598
457,602
445,621
427,601
416,585
427,576
404,562
395,583
382,578
373,584
371,557
342,534
358,521
355,504
400,515
438,443
439,413
430,401
431,382
438,378
453,380
464,391
470,388
472,391
473,392
478,384
461,401
446,352
468,346
478,338
480,337
486,327
518,333
537,333
536,354
551,351
553,370
536,376
551,393
547,401
559,403
583,405
570,429
564,431
560,437
557,441
553,439
533,437
531,443
515,465
514,469
535,480
544,504
539,516
559,524
551,570
576,587
581,603
597,608
601,601
607,607
629,608
631,604
648,611
648,612
660,641
666,661
656,674
647,685
632,673
623,679
627,694
618,698
620,716
647,723
644,739
629,749
621,746
614,757
611,772
631,760
642,788
630,791
660,811
675,812
684,821
679,829
697,811
689,791
695,782
718,774
737,770
731,750
721,735
707,732
706,740
745,729
773,767
787,764
803,760
813,753
809,728
812,724
816,714
817,698
833,681
839,688
845,680
869,677
873,671
863,635
859,630
846,639
835,627
841,615
817,622
803,603
769,631
767,638
765,665
781,665
777,678
779,686
729,684
729,652
687,664
686,673
661,699
670,711
668,761
707,841
717,837
716,859
740,851
744,841
747,823
749,798
760,799
782,818
801,802
774,850
751,881
760,889
767,894
739,899
719,919
689,928
679,912
668,912
645,904
628,905
596,900
592,905
569,876
568,864
567,858
567,857
553,847
570,818
590,826
591,845
624,853
673,861
676,855
682,870
692,878
702,948
790,994
806,972
817,973
817,975
818,990
839,994
876,997
895,990
911,998
909,977
946,991
942,999
886,899
884,900
867,889
903,851
907,842
905,838
924,839
932,845
963,838
967,855
993,850
995,867
996,830
979,820
964,806
999,809
989,763
977,755
984,739
958,732
947,735
938,746
929,740
941,759
946,755
934,787
906,811
894,795
881,794
875,812
860,811
861,800
854,767
846,751
861,745
855,729
837,733
830,722
879,759
896,746
902,747
903,746
906,755
906,736
898,776
953,715
935,701
918,689
916,656
940,656
952,684
957,629
914,621
905,629
890,633
875,572
877,557
898,564
936,551
946,561
946,573
963,585
976,578
994,531
996,530
996,520
980,495
978,493
990,473
987,437
975,426
973,416
990,419
963,394
952,412
927,418
925,391
947,375
953,358
938,327
943,312
967,297
979,281
999,256
977,241
961,199
968,186
976,179
960,176
950,186
943,172
949,165
922,181
917,179
916,187
900,191
900,183
909,161
881,155
875,150
864,157
854,155
867,170
869,190
869,200
884,219
901,213
918,222
924,226
912,237
895,240
909,266
920,261
939,274
897,272
904,308
894,314
887,315
881,314
903,321
918,337
910,352
913,356
905,362
891,356
889,346
887,366
864,378
879,395
886,414
880,434
879,446
879,459
877,466
863,475
868,485
865,494
852,482
857,453
859,434
840,443
835,427
820,439
800,432
774,438
763,445
759,458
760,469
727,471
716,480
704,462
695,443
703,438
724,448
746,428
759,419
759,392
754,382
780,371
790,339
799,329
819,317
836,318
824,337
843,341
854,356
814,361
828,393
840,402
846,402
814,482
821,487
815,506
796,497
789,491
777,522
759,533
753,527
752,528
760,547
757,555
774,547
805,553
808,557
828,541
842,560
915,523
928,537
937,508
931,470
951,468
998,358
941,201
943,125
932,119
906,119
906,123
887,86
880,71
866,66
858,68
847,72
833,67
836,55
846,57
877,36
885,46
893,61
912,62
917,61
933,67
945,62
949,59
944,49
945,25
971,11
992,34
982,46
977,57
972,54
964,76
997,98
998,112
988,130
885,25
808,41
805,12
803,11
775,41
759,50
782,69
776,89
764,92
769,101
786,100
797,97
809,105
818,116
808,130
808,133
821,147
804,166
803,170
820,177
836,187
829,194
825,207
818,218
824,224
813,229
784,221
763,228
748,245
730,247
708,247
706,236
700,219
710,203
696,199
684,201
689,169
675,152
683,141
668,133
653,137
630,137
628,163
633,165
638,171
642,169
648,182
641,198
648,219
651,237
635,237
626,241
632,256
636,272
653,268
654,271
664,249
695,276
734,281
735,299
747,297
771,283
777,272
773,268
792,300
813,288
754,344
733,362
710,348
712,324
721,326
686,373
673,371
688,389
701,401
674,436
680,444
655,437
630,435
612,435
619,463
630,458
586,477
583,446
527,406
494,442
498,365
499,360
493,293
486,268
458,266
450,295
431,304
422,310
404,313
397,277
403,262
389,256
387,254
372,269
374,278
360,265
357,257
361,242
344,242
347,220
362,209
373,217
393,205
400,208
407,212
422,207
421,202
423,176
421,163
393,172
385,177
376,171
373,173
379,165
374,162
358,146
337,156
320,165
301,186
297,203
299,212
316,218
328,207
347,200
390,187
419,231
424,241
415,242
411,248
419,275
350,286
329,291
331,298
306,285
297,297
296,309
272,299
265,307
248,317
219,314
222,335
225,348
234,343
255,350
275,345
259,373
246,386
238,414
227,425
217,417
199,402
204,397
193,392
190,398
159,381
165,368
146,388
147,403
129,405
121,393
101,372
93,378
99,360
95,345
72,323
74,317
54,296
61,286
64,273
81,272
90,270
94,269
91,263
100,243
106,241
123,237
120,224
116,203
124,180
127,176
116,167
118,149
77,138
73,154
70,154
60,135
62,131
66,122
53,125
40,116
33,132
35,138
25,125
21,117
27,98
37,92
35,82
9,66
3,48
18,38
17,12
26,8
3,13
51,17
59,24
64,10
68,12
72,2
85,17
92,14
74,26
96,43
129,49
160,67
193,46
196,31
206,30
231,39
231,65
246,77
249,79
258,85
247,95
241,106
230,102
230,128
234,140
240,150
233,155
230,151
217,141
200,141
200,168
217,180
221,191
207,190
186,190
179,197
163,196
157,204
163,227
170,236
178,247
183,264
197,277
201,281
206,275
184,298
170,295
164,298
158,297
158,305
161,316
161,318
168,311
176,330
191,324
191,320
191,314
165,288
144,297
146,313
153,343
123,364
133,421
132,426
126,447
88,428
59,424
48,420
42,415
29,414
44,398
40,388
32,376
34,360
43,339
12,340
7,370
4,382
12,389
61,396
60,403
60,372
33,305
23,274
16,265
7,266
6,245
42,248
44,227
43,220
66,228
69,250
117,289
101,305
155,255
153,249
142,233
155,180
161,175
159,164
174,177
203,221
216,239
238,271
250,274
277,254
297,249
315,257
265,230
256,231
256,229
266,214
246,196
243,185
246,169
240,167
257,142
266,142
296,132
307,134
343,124
373,128
387,127
400,96
389,93
384,92
398,84
379,68
372,79
346,78
333,73
337,56
345,47
349,43
332,26
376,34
382,26
380,11
413,26
419,34
440,14
451,12
474,25
479,35
481,36
495,58
498,59
513,52
522,44
538,55
557,68
568,66
572,57
582,42
594,34
604,24
611,36
600,8
596,5
642,21
649,51
657,51
660,56
645,76
643,98
630,100
622,87
610,72
587,74
569,86
559,80
552,110
548,117
544,109
532,115
522,106
529,94
559,122
583,151
583,158
566,168
571,194
547,201
532,208
532,215
530,217
519,220
514,205
496,207
485,222
489,240
500,236
528,240
524,254
533,268
538,276
523,292
566,297
571,294
567,281
566,279
551,256
571,240
596,272
621,289
602,310
586,308
584,322
575,321
626,327
624,337
642,342
645,356
656,347
656,395
653,397
608,364
661,498
685,504
692,503
693,511
706,540
708,546
710,557
717,571
707,586
702,599
698,607
685,589
724,591
692,548
648,530
645,540
644,546
648,572
633,572
616,586
604,578
607,553
609,552
609,523
612,513
638,518
731,500
823,648
640,649
633,656
623,643
592,673
576,668
571,653
578,648
580,651
564,644
566,623
580,629
557,670
557,689
572,694
575,696
584,700
576,718
558,735
551,724
537,722
542,735
539,750
561,763
521,723
501,726
501,746
491,758
481,733
466,731
475,706
463,698
454,694
449,697
445,699
450,688
456,676
479,675
494,684
494,694
521,681
420,703
410,707
399,721
407,726
412,751
420,748
407,767
391,764
390,751
378,732
367,759
341,779
315,796
303,792
357,839
378,851
343,863
337,876
348,889
322,889
418,888
422,895
420,908
413,930
444,942
445,946
461,923
460,921
467,923
484,940
494,928
494,926
498,904
483,888
480,863
480,862
489,855
500,840
510,842
488,834
486,830
490,816
491,811
468,811
467,819
466,801
465,775
419,796
420,808
426,813
419,824
418,837
434,844
453,867
472,841
540,885
523,928
524,934
394,788
410,689
417,684
296,689
226,702
217,687
216,660
209,651
200,636
204,615
194,599
176,603
171,595
162,578
134,564
121,572
99,570
84,575
64,582
62,584
53,574
41,532
53,510
37,495
47,480
49,469
50,465
58,460
65,458
61,467
55,448
26,454
29,478
26,479
7,492
116,525
170,475
171,446
229,439
283,388
331,395
326,363
340,360
353,350
363,336
368,331
368,325
343,328
332,329
367,361
358,370
371,378
387,384
390,376
284,500
222,362
74,179
24,158
14,138
12,199
74,109
89,115
99,98
66,61
47,47
44,45
164,14
176,23
176,116
273,76
271,70
285,72
310,77
301,93
289,45
413,64
425,66
436,78
447,90
439,100
457,101
443,121
431,134
459,131
495,149
505,142
488,160
486,165
495,168
498,188
470,208
459,202
448,194
448,175
450,172
474,74
468,71
489,78
489,7
533,14
674,25
680,29
700,52
698,56
681,75
694,97
701,117
716,103
711,137
718,142
711,151
743,156
757,157
773,149
754,177
742,182
750,205
728,209
726,205
727,221
800,200
847,178
840,117
805,71
757,18
757,17
744,24
742,15
748,121
627,177
607,208
171,646
183,658
179,675
174,676
176,682
157,680
162,668
144,668
147,633
126,623
51,668
40,654
27,665
12,656
9,661
3,654
5,645
29,636
15,692
18,700
31,720
9,732
107,718
119,718
186,703
835,952
